log_id,maintenance_date,work_description,cost,drone_id
21325,2025-01-30,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,811.7,163
21326,2023-12-17,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,307.88,135
21327,2025-05-25,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,175.06,495
21328,2026-03-24,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,427.77,306
21329,2026-02-27,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,412.74,545
21330,2025-09-30,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,891.23,318
21331,2026-02-01,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,912.13,2
21332,2024-02-08,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,895.29,411
21333,2025-11-25,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,248.69,496
21334,2026-02-19,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,843.43,420
21335,2025-08-26,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,674.77,436
21336,2025-12-07,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,563.97,380
21337,2024-05-02,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,602.26,121
21338,2024-01-06,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,891.55,393
21339,2025-12-19,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,723.22,278
21340,2026-02-01,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,960.57,421
21341,2026-02-18,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,573.07,244
21342,2025-08-26,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,881.22,334
21343,2023-09-21,Thermal camera sensor recalibration and firmware patch application.,236.76,393
21344,2025-03-19,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,851.96,571
21345,2025-04-28,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,549.38,400
21346,2025-08-14,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,987.22,242
21347,2026-01-12,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,176.22,109
21348,2024-05-06,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,615.61,423
21349,2025-08-31,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,988.91,261
21350,2025-07-01,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,697.7,494
21351,2026-04-08,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,552.68,235
21352,2024-07-01,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,576.47,467
21353,2024-09-20,Thermal camera sensor recalibration and firmware patch application.,645.72,201
21354,2024-12-28,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,280.84,130
21355,2026-02-28,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,616.5,372
21356,2024-12-05,Replaced main battery connector due to pin corrosion and tested power draw under load.,317.08,390
21357,2025-03-30,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,464.33,541
21358,2023-07-28,Installed new vibration dampening mounts on the camera gimbal payload.,712.79,509
21359,2025-08-30,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,297.44,335
21360,2025-01-06,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,586.43,155
21361,2025-09-05,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,751.44,424
21362,2025-09-05,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,727.03,223
21363,2023-07-31,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,899.56,165
21364,2025-05-29,Replaced main battery connector due to pin corrosion and tested power draw under load.,233.34,422
21365,2023-06-07,Thermal camera sensor recalibration and firmware patch application.,883.88,387
21366,2024-06-28,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,807.78,2
21367,2025-06-25,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,700.77,454
21368,2025-06-07,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,265.97,236
21369,2026-03-06,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,673.34,441
21370,2025-10-11,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,181.22,103
21371,2026-03-06,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,488.99,350
21372,2024-12-06,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,748.36,105
21373,2024-08-10,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,754.95,121
21374,2025-10-25,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,530.32,405
21375,2025-03-20,Thermal camera sensor recalibration and firmware patch application.,222.73,530
21376,2025-10-31,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,695.44,430
21377,2024-10-20,Installed new vibration dampening mounts on the camera gimbal payload.,896.21,525
21378,2025-02-23,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,477.82,589
21379,2026-02-19,Replaced main battery connector due to pin corrosion and tested power draw under load.,363.91,357
21380,2025-08-01,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,579.67,557
21381,2025-08-25,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,658.29,143
21382,2024-08-15,Installed new vibration dampening mounts on the camera gimbal payload.,190.56,349
21383,2026-02-03,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,766.99,398
21384,2026-03-17,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,497.63,247
21385,2026-02-19,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,139.33,160
21386,2025-09-08,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,849.8,495
21387,2024-11-20,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,338.76,169
21388,2023-03-21,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,741.31,288
21389,2025-12-27,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,676.18,566
21390,2024-08-29,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,939.85,467
21391,2026-04-07,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,865.14,311
21392,2023-10-12,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,447.32,461
21393,2025-05-18,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,797.56,202
21394,2025-08-29,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,823.97,120
21395,2025-01-15,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,589.19,481
21396,2025-07-14,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,186.08,576
21397,2026-03-04,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,118.78,4
21398,2026-02-10,Installed new vibration dampening mounts on the camera gimbal payload.,116.13,383
21399,2025-09-17,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,580.02,518
21400,2025-06-24,Installed new vibration dampening mounts on the camera gimbal payload.,261.74,415
21401,2025-12-24,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,177.57,442
21402,2026-03-30,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,520.67,284
21403,2025-08-18,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,804.97,516
21404,2025-06-02,Replaced main battery connector due to pin corrosion and tested power draw under load.,822.22,399
21405,2026-04-05,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,822.47,585
21406,2025-03-11,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,860.78,252
21407,2026-03-28,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,486.16,585
21408,2025-08-26,Installed new vibration dampening mounts on the camera gimbal payload.,881.06,362
21409,2025-12-10,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,792.22,307
21410,2024-01-23,Installed new vibration dampening mounts on the camera gimbal payload.,895.24,146
21411,2024-11-14,Replaced main battery connector due to pin corrosion and tested power draw under load.,360.9,551
21412,2025-10-07,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,484.01,128
21413,2024-11-20,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,688.6,417
21414,2023-08-26,Replaced main battery connector due to pin corrosion and tested power draw under load.,192.27,199
